making_year,register_id,title,type,subtype,anzsic_code,anzsic_name,bc_requirements,regdata_requirements
2006,F2006B05208,AD/CESSNA 205/23 - Cigar Lighter Wiring,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05210,AD/CESSNA 205/5 Amdt 1 - Rear Spar,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2006,F2006B05211,AD/CESSNA 205/6 Amdt 2 - Auxiliary Fuel Pump Electrical System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05214,AD/CESSNA 206/1 Amdt 1 - Plastic Control Wheel,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05215,AD/CESSNA 206/10 - Exhaust Manifold Heat Exchanger,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05217,AD/CESSNA 206/12 Amdt 4 - Aft Tailcone Assembly,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05219,AD/CESSNA 206/14 - Aileron Control Tube and Automatic Pilot Roll Servo,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05223,AD/CESSNA 206/18 - Fuel Quantity Placard,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05225,AD/CESSNA 206/20 - Wing Flap Actuator Ball Nut Assemblies,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,1
2006,F2006B05226,AD/CESSNA 206/21 Amdt 2 - Turbocharger Thrust Bearing Pin and Centre Housing Assembly,Secondary,Aviation - Airworthiness Directive,L,"Rental, Hiring and Real Estate Services",2,2
2006,F2006B05228,AD/CESSNA 206/24 - Goodyear Fuel Cells,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05231,AD/CESSNA 206/27 Amdt 1 - Vented Fuel Caps,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05233,AD/CESSNA 206/29 - Fuel Flow Stabilisation Placard,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05234,AD/CESSNA 206/3 Amdt 3 - Wing Rear Spar,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2006,F2006B05235,AD/CESSNA 206/30 Amdt 1 - Alternator Ground Strap,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05237,AD/CESSNA 206/32 - Turbocharger,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05238,AD/CESSNA 206/33 - Fuel Cap Alignment Placard,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05241,AD/CESSNA 206/36 Amdt 1 - Bladder Type Fuel Cells,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,3,3
2006,F2006B05243,AD/CESSNA 206/38 - Retirement Lives - Fatigue Critical Components,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05244,AD/CESSNA 206/39 Amdt 1 - Fuel Filler Caps and Adaptors,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05245,AD/CESSNA 206/40 - Fuel Selector Valve Safety Wire,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05246,AD/CESSNA 206/41 - Rear Wing Spar Doubler,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05249,AD/CESSNA 206/44 - Electrical Power Distribution and Control,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2006,F2006B05255,AD/CESSNA 206/5 Amdt 2 - Auxiliary Fuel Pump Electrical System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05256,AD/CESSNA 206/50 - Flight Controls - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05258,AD/CESSNA 206/52 - Fuel Strainer,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05259,AD/CESSNA 206/53 - Horizontal Stabiliser Attachment Brackets,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2006,F2006B05260,AD/CESSNA 206/54 Amdt 2 - Horizontal Stabilizer Front Spar,Secondary,Aviation - Airworthiness Directive,M,"Professional, Scientific and Technical Services",4,4
2006,F2006B05261,AD/CESSNA 206/55 - Horizontal Stabiliser Attachment Brackets - 2,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,2,2
2006,F2006B05262,AD/CESSNA 206/56 Amdt 1 - Brackett Engine Air Filters,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05263,AD/CESSNA 206/57 - Cigar Lighter Wiring,Secondary,Aviation - Airworthiness Directive,C,Manufacturing,0,0
2006,F2006B05264,AD/CESSNA 206/58 Amdt 2 - KAP 140 Autopilot System,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,1,2
2006,F2006B05265,AD/CESSNA 206/59 - KAP 140 Autopilot System,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,1
2006,F2006B05267,AD/CESSNA 206/60 - Upper Shoulder Harness Adjuster Spring,Secondary,Aviation - Airworthiness Directive,U,Unclassified,1,1
2006,F2006B05270,AD/CESSNA 207/10 - Fuel Quantity Placard,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05272,AD/CESSNA 207/12 - Wing Flap Actuator Ball Nut Assemblies,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,1
2006,F2006B05273,AD/CESSNA 207/13 Amdt 2 - Turbocharger Thrust Bearing Pin and Centre Housing Assembly,Secondary,Aviation - Airworthiness Directive,L,"Rental, Hiring and Real Estate Services",2,2
2006,F2006B05275,AD/CESSNA 207/16 - Goodyear Fuel Cells,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05278,AD/CESSNA 207/19 Amdt 1 - Vented Fuel Caps,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05279,AD/CESSNA 207/20 - Fuel Flow Stabilisation Placard,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05280,AD/CESSNA 207/21 Amdt 1 - Alternator Ground Strap,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05282,AD/CESSNA 207/23 - Turbocharger,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05283,AD/CESSNA 207/24 - Fuel Cap Alignment Placard,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05285,AD/CESSNA 207/26 Amdt 1 - Bladder Type Fuel Cells,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,2,2
2006,F2006B05286,AD/CESSNA 207/27 Amdt 1 - Fuel Filler Caps and Adaptors,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05287,AD/CESSNA 207/28 - Fuel Selector Valve Safety Wire,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05288,AD/CESSNA 207/29 - Rear Wing Spar Doubler,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05293,AD/CESSNA 207/33 - Fuel Strainer,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05294,AD/CESSNA 207/34 Amdt 1 - Horizontal Stabilizer Front Spar,Secondary,Aviation - Airworthiness Directive,M,"Professional, Scientific and Technical Services",4,4
2006,F2006B05295,AD/CESSNA 207/35 - Horizontal Stabiliser Attachment Brackets,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,2,2
2006,F2006B05296,AD/CESSNA 207/36 Amdt 1 - Brackett Engine Air Filters,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05297,AD/CESSNA 207/37 - Cigar Lighter Wiring,Secondary,Aviation - Airworthiness Directive,C,Manufacturing,0,0
2006,F2006B05298,AD/CESSNA 207/38 - Upper Shoulder Harness Adjuster Spring,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05299,AD/CESSNA 207/4 - Exhaust Manifold Heat Exchanger,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05302,AD/CESSNA 207/7 Amdt 2 - Aft Tailcone Assembly,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05304,AD/CESSNA 208/1 Amdt 1 - Fuel Selector Off Warning System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05305,AD/CESSNA 208/10 Amdt 2 - Flap Bellcrank Bolt,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05306,AD/CESSNA 208/11 - Flap Support,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05307,AD/CESSNA 208/12 - Flap Outboard Support,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05308,AD/CESSNA 208/15 - Wing Struts Upper Attachment Bolts,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2006,F2006B05309,AD/CESSNA 208/2 - Fuel Reservoir Tank and Wing Fuel Bay Primer,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05317,AD/P166/24 - Nose Landing Gear Retraction Jack Brake Valve - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05318,AD/P166/25 - Nose Landing Gear Steering Control Flange - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05319,AD/P166/26 - Engine and Propeller Installation Teleflex Controls - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05320,AD/P166/27 - Magnetic Compass Installation - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05321,AD/P166/28 Amdt 1 - Flap Control Bellcrank - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05322,AD/P166/29 - Flap Hinge Attachment At Rib No. 13,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05323,AD/P166/3 - Fuel System in Engine Compartment - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05324,AD/P166/30 - Nose Wheel Steering - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05325,AD/P166/31 - Main Landing Gear Retraction Jack Pivot - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05326,AD/P166/32 - Flap Actuating Cylinder Attachment Bracket - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05327,AD/P166/33 - Engine and Propeller Teleflex Controls - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05328,AD/P166/34 - Landing Gear Selector Valve - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05330,AD/P166/4 - Drain Well for Fuel Tanks - Increased Capacity,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05331,AD/P166/5 - Engine Nacelle - Drainage Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05332,AD/P166/6 - Fire Detection System - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05333,"AD/P166/7 - Electrical Supply - Turn and Bank Indicator, Fire Warning System and Stall Warning Indicator - Modification",Secondary,Aviation - Airworthiness Directive,K,Financial and Insurance Services,0,0
2006,F2006B05334,AD/P166/8 - Emergency Electrical Bus - Modification,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,1,1
2006,F2006B05335,AD/P166/9 - Generator Circuit - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05336,AD/P2V/1 - Wing Lower Surface Between Fuselage and Inboard Engine Nacelle,Secondary,Aviation - Airworthiness Directive,S,Other Services,1,1
2006,F2006B05337,AD/P68/10 Amdt 1 - Stabilator Balance Weight Attachment - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05338,AD/P68/11 Amdt 1 - Rudder Control Pulleys at Fuselage Frame No. 3 - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05339,AD/P68/12 - Propeller Control Rod End - Inspection and Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05340,AD/P68/13 Amdt 2 - Longitudinal Trim Indicator - Check and Modification,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,3,3
2006,F2006B05343,AD/P68/16 Amdt 1 - Engine and Engine Mount Attach Bolts,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05345,AD/P68/18 - Oil Cooler Elbow Fitting - Replacement,Secondary,Aviation - Airworthiness Directive,B,Mining,0,0
2006,F2006B05348,AD/P68/20 Amdt 1 - Flap Bellcrank Attachment Mounting Brackets - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05349,AD/P68/21 - Horizontal Stabilator to Fuselage Frame Attachment - Check Torque,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05351,AD/P68/24 Amdt 3 - Fuel and Janitrol Lines,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05352,AD/P68/25 - Aileron Control Chain Connector - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05353,AD/P68/26 - Stabilator Travel Stop - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05356,AD/P68/29 Amdt 1 - Elevator Trim Tab,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2006,F2006B05357,AD/P68/3 Amdt 1 - Engine Mount - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05359,AD/P68/33 Amdt 1 - Engine and Propeller Control Cables,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05360,AD/P68/34 - Engine Mount,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05361,AD/P68/35 - LH and RH Muffler Assemblies,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05362,AD/P68/36 - Horizontal Tailplane,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05363,AD/P68/37 - Frame No. 1,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05364,AD/P68/38 Amdt 2 - Stabiliser Drive Horn,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05365,AD/P68/39 - Fuel Selector Valve,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05367,"AD/P68/40 - Stabilator Torque Tube Attachment Shelves, Flap and Aileron Hinge Shelves",Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05368,AD/P68/41 Amdt 1 - IFR Instrument Panel Configuration,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05369,AD/P68/42 - Wing Upper Skin Stringers,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05371,AD/P68/44 - Flight Control Cables,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05373,AD/P68/46 - Engine Cowl,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2006,F2006B05374,"AD/P68/47 - Aircraft Flight Manual, Flight into Icing Conditions",Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",2,4
2006,F2006B05375,AD/P68/48 - Nose Landing Gear Cracking,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05376,AD/P68/49 - Landing Gear Attach Bolts,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05378,AD/P68/50 - Flight Control,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05379,AD/P68/51 - Flight Controls,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05380,AD/P68/52 - Fuel Selector Control,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2006,F2006B05384,AD/PA-11/1 - Elevator Control Connector Tube - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05390,AD/PA-18/11 Amdt 1 - Lower Horizontal Stabiliser Brace Wire Fuselage Attachment Tab - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05391,AD/PA-18/12 Amdt 1 - Fuel Primer and Hydraulic Lines - Re-Routing,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05394,AD/PA-18/3 - Fuel Selector Lever - Guard Installation,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05395,AD/PA-18/5 - Throttle Levers - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05396,AD/PA-18/6 - Exhaust System - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05398,AD/PA-18/8 - Rudder Control Cables - Inspection and Re-Routing,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05399,AD/PA-18/9 - Fuel Management Placards - Installation,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05400,AD/PA-20/1 - Battery Terminal Insulation,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05405,AD/PA-20/14 - Fire Hazard Prevention - Inspection and Rework,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05406,AD/PA-20/15 Amdt 1 - Fuel Primer and Hydraulic Lines - Re-Routing,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05410,AD/PA-20/5 - Cigar Lighter Circuit - Provision of Fuse,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05411,AD/PA-20/7 Amdt 1 - Fuselage Fabric in Area of Wind Shield Top Attachment Channel - Modification,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2006,F2006B05412,AD/PA-20/8 - Tail Brace Streamline Tie Rods - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05414,AD/PA-22/1 - Landing Gear Reinforcement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05415,AD/PA-22/11 - Cigar Lighter Circuit - Provision of Fuse,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05417,AD/PA-22/13 Amdt 1 - Fuselage Fabric in Area of Windshield Top Attachment Channel - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05418,AD/PA-22/14 Amdt 1 - Tail Brace Streamline Tie Rods - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05423,AD/PA-22/2 - Battery Terminal Insulation,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05424,AD/PA-22/20 - Exhaust System - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05431,AD/PA-22/27 - Rapid Throttle Movement - Warning Placard,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05434,AD/PA-22/3 Amdt 2 - Fuel Primer and Hydraulic Lines - Re-Routing,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05436,AD/PA-22/31 - Fire Hazard Prevention - Inspection and Rework,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05444,AD/PA-23/10 - Wing Front Spar Attachment Fitting - Reinforcement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05446,AD/PA-23/13 - Elevator Push-Pull Tube Rollers - Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05448,AD/PA-23/15 - Stabiliser Attachment Fittings - Replacement of P/N 17093-00 with P/N 17093-03,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05449,AD/PA-23/16 - Rudder Trim Tab Adjustment Screw P/N 18453-00 - Replacement with P/N 18453-00,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05450,AD/PA-23/17 - Goodrich Wheel Assembly G-3-787 - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05451,AD/PA-23/18 - Aileron Balance Weight Brackets - Reinforcement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05456,AD/PA-23/25 - Starter Solenoid Circuit Protector,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05458,AD/PA-23/28 - Exhaust System - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05460,AD/PA-23/30 - Rudder Trim Tab Horn - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05464,AD/PA-23/36 Amdt 1 - Engine Mount - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05470,AD/PA-23/44 Amdt 1 - Pitch Trim Switch - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05474,AD/PA-23/48 - Alternate Air Induction Hose - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05475,AD/PA-23/49 - Stabilator Bungee - Installation,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05477,AD/PA-23/50 Amdt 1 - Flap Control System and Bellcrank - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05478,AD/PA-23/51 Amdt 1 - Landing Gear Selector Lever - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,1
2006,F2006B05482,AD/PA-23/55 - Fuel System - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05488,AD/PA-23/61 Amdt 2 - Flap Outboard Hinges - Inspection and Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05490,AD/PA-23/63 - Heater Fuel Valve - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05493,AD/PA-23/66 Amdt 2 - Wing Structural Fatigue Limitation,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05500,AD/PA-23/73 - Stabilator Tab Horn - Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05502,AD/PA-23/75 Amdt 1 - Rudder Upper and Lower Hinge Attachments - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05503,AD/PA-23/76 Amdt 1 - Fuel System Control Cables - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05506,AD/PA-23/79 - Stabilator Assembly Lower Surface - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,1
2006,F2006B05508,AD/PA-23/81 - Fuselage - Step Attachment Area - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05509,AD/PA-23/82 - Flap Spar Hinge Attachment Areas - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05512,AD/PA-23/85 - Hydraulic Hose Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05514,AD/PA-23/87 - Engine Air Filter,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05515,"AD/PA-23/88 Amdt 1 - Aircraft Flight Manual, Flight into Icing Conditions",Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",2,4
2006,F2006B05516,AD/PA-23/89 - Flap Control Torque Tube,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B05518,AD/PA-24/12 - Rubatex Blocks - Removal from Interior of Wing,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05524,AD/PA-24/26 Amdt 1 - Pitch Trim Switch - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05526,AD/PA-24/28 Amdt 1 - Normal Operating and Never Exceed Speed Limitations - Reduction,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05528,AD/PA-24/3 - Nose Wheel Steering Arm Mounting Bracket - Reinforcement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05532,AD/PA-24/33 Amdt 3 - Stabilator Torque Tube Bearing Block Attachment Fitting,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05534,AD/PA-24/35 - Beryl Aviation Filtrator Assembly - Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
